year,unitid,inst_name,state_abbr,inst_control,institution_level
"2016","177834","A T Still University of Health Sciences","MO","Private not-for-profit","Four or more years"
"2016","457688","American Business and Technology University","MO","Private for-profit","Four or more years"
"2016","176600","Aquinas Institute of Theology","MO","Private not-for-profit","Four or more years"
"2016","176619","Assemblies of God Theological Seminary","MO","Private not-for-profit","Four or more years"
"2016","176628","Avila University","MO","Private not-for-profit","Four or more years"
"2016","176664","Baptist Bible College","MO","Private not-for-profit","Four or more years"
"2016","177719","Barnes-Jewish College Goldfarb School of Nursing","MO","Private not-for-profit","Four or more years"
"2016","460048","Brown Mackie College-St Louis","MO","Private for-profit","Four or more years"
"2016","369516","Bryan University","MO","Private for-profit","Four or more years"
"2016","176789","Calvary University","MO","Private not-for-profit","Four or more years"
"2016","176910","Central Christian College of the Bible","MO","Private not-for-profit","Four or more years"
"2016","445267","Central Methodist University-College of Graduate and Extended Studies","MO","Private not-for-profit","Four or more years"
"2016","176947","Central Methodist University-College of Liberal Arts and Sciences","MO","Private not-for-profit","Four or more years"
"2016","466921","Chamberlain College of Nursing-Missouri","MO","Private for-profit","Four or more years"
"2016","457697","City Vision University","MO","Private not-for-profit","Four or more years"
"2016","178697","College of the Ozarks","MO","Private not-for-profit","Four or more years"
"2016","177065","Columbia College","MO","Private not-for-profit","Four or more years"
"2016","177083","Conception Seminary College","MO","Private not-for-profit","Four or more years"
"2016","155283","Concorde Career College-Kansas City","MO","Private for-profit","Four or more years"
"2016","177092","Concordia Seminary","MO","Private not-for-profit","Four or more years"
"2016","177117","Cottey College","MO","Private not-for-profit","Four or more years"
"2016","177126","Covenant Theological Seminary","MO","Private not-for-profit","Four or more years"
"2016","176770","Cox College","MO","Private not-for-profit","Four or more years"
"2016","177144","Culver-Stockton College","MO","Private not-for-profit","Four or more years"
"2016","482538","DeVry University-Missouri","MO","Private for-profit","Four or more years"
"2016","177214","Drury University","MO","Private not-for-profit","Four or more years"
"2016","177278","Eden Theological Seminary","MO","Private not-for-profit","Four or more years"
"2016","177339","Evangel University","MO","Private not-for-profit","Four or more years"
"2016","179070","Everest College-Springfield","MO","Private not-for-profit","Four or more years"
"2016","177418","Fontbonne University","MO","Private not-for-profit","Four or more years"
"2016","177542","Hannibal-LaGrange University","MO","Private not-for-profit","Four or more years"
"2016","177551","Harris-Stowe State University","MO","Public","Four or more years"
"2016","177579","Hickey College","MO","Private for-profit","Four or more years"
"2016","434548","ITT Technical Institute-Arnold","MO","Private for-profit","Four or more years"
"2016","176637","ITT Technical Institute-Earth City","MO","Private for-profit","Four or more years"
"2016","446899","ITT Technical Institute-Kansas City","MO","Private for-profit","Four or more years"
"2016","456409","ITT Technical Institute-Springfield","MO","Private for-profit","Four or more years"
"2016","177746","Kansas City Art Institute","MO","Private not-for-profit","Four or more years"
"2016","179812","Kansas City University of Medicine and Biosciences","MO","Private not-for-profit","Four or more years"
"2016","177816","Kenrick Glennon Seminary","MO","Private not-for-profit","Four or more years"
"2016","433217","Lester E Cox Medical Center-School of Medical Technology","MO","Private not-for-profit","Four or more years"
"2016","177940","Lincoln University","MO","Public","Four or more years"
"2016","177968","Lindenwood University","MO","Private not-for-profit","Four or more years"
"2016","177986","Logan University","MO","Private not-for-profit","Four or more years"
"2016","178059","Maryville University of Saint Louis","MO","Private not-for-profit","Four or more years"
"2016","178208","Midwestern Baptist Theological Seminary","MO","Private not-for-profit","Four or more years"
"2016","178244","Missouri Baptist University","MO","Private not-for-profit","Four or more years"
"2016","178305","Missouri College","MO","Private for-profit","Four or more years"
"2016","178341","Missouri Southern State University","MO","Public","Four or more years"
"2016","179566","Missouri State University-Springfield","MO","Public","Four or more years"
"2016","178411","Missouri University of Science and Technology","MO","Public","Four or more years"
"2016","178369","Missouri Valley College","MO","Private not-for-profit","Four or more years"
"2016","178387","Missouri Western State University","MO","Public","Four or more years"
"2016","247700","National American University-Independence","MO","Private for-profit","Four or more years"
"2016","466170","National American University-Lee's Summit","MO","Private for-profit","Four or more years"
"2016","482352","National American University-Weldon Spring","MO","Private for-profit","Four or more years"
"2016","448585","National American University-Zona Rosa","MO","Private for-profit","Four or more years"
"2016","178518","Nazarene Theological Seminary","MO","Private not-for-profit","Four or more years"
"2016","178624","Northwest Missouri State University","MO","Public","Four or more years"
"2016","178679","Ozark Christian College","MO","Private not-for-profit","Four or more years"
"2016","178721","Park University","MO","Private not-for-profit","Four or more years"
"2016","178891","Ranken Technical College","MO","Private not-for-profit","Four or more years"
"2016","178989","Research College of Nursing","MO","Private for-profit","Four or more years"
"2016","179043","Rockhurst University","MO","Private not-for-profit","Four or more years"
"2016","179256","Saint Louis Christian College","MO","Private not-for-profit","Four or more years"
"2016","179159","Saint Louis University","MO","Private not-for-profit","Four or more years"
"2016","179450","Saint Luke's College of Health Sciences","MO","Private not-for-profit","Four or more years"
"2016","417734","Southeast Missouri Hospital College of Nursing and Health Sciences","MO","Private not-for-profit","Four or more years"
"2016","179557","Southeast Missouri State University","MO","Public","Four or more years"
"2016","179326","Southwest Baptist University","MO","Private not-for-profit","Four or more years"
"2016","442426","St Louis College of Health Careers-Fenton","MO","Private for-profit","Four or more years"
"2016","179265","St Louis College of Pharmacy","MO","Private not-for-profit","Four or more years"
"2016","179548","Stephens College","MO","Private not-for-profit","Four or more years"
"2016","178767","Stevens-The Institute of Business & Arts","MO","Private for-profit","Four or more years"
"2016","482398","The Art Institute of St Louis","MO","Private for-profit","Four or more years"
"2016","178615","Truman State University","MO","Public","Four or more years"
"2016","176965","University of Central Missouri","MO","Public","Four or more years"
"2016","178396","University of Missouri-Columbia","MO","Public","Four or more years"
"2016","178402","University of Missouri-Kansas City","MO","Public","Four or more years"
"2016","178420","University of Missouri-St Louis","MO","Public","Four or more years"
"2016","178439","University of Missouri-System Office","MO","Public","Four or more years"
"2016","484701","University of Phoenix-Missouri","MO","Private for-profit","Four or more years"
"2016","455099","Urshan Graduate School of Theology","MO","Private not-for-profit","Four or more years"
"2016","436191","Vatterott College-Sunset Hills","MO","Private for-profit","Four or more years"
"2016","179867","Washington University in St Louis","MO","Private not-for-profit","Four or more years"
"2016","179894","Webster University","MO","Private not-for-profit","Four or more years"
"2016","179946","Westminster College","MO","Private not-for-profit","Four or more years"
"2016","179955","William Jewell College","MO","Private not-for-profit","Four or more years"
"2016","179964","William Woods University","MO","Private not-for-profit","Four or more years"
"2015","177834","A T Still University of Health Sciences","MO","Private not-for-profit","Four or more years"
"2015","457688","American Business and Technology University","MO","Private for-profit","Four or more years"
"2015","176600","Aquinas Institute of Theology","MO","Private not-for-profit","Four or more years"
"2015","176619","Assemblies of God Theological Seminary","MO","Private not-for-profit","Four or more years"
"2015","176628","Avila University","MO","Private not-for-profit","Four or more years"
"2015","176664","Baptist Bible College","MO","Private not-for-profit","Four or more years"
"2015","177719","Barnes-Jewish College Goldfarb School of Nursing","MO","Private not-for-profit","Four or more years"
"2015","460048","Brown Mackie College-St Louis","MO","Private for-profit","Four or more years"
"2015","369516","Bryan University","MO","Private for-profit","Four or more years"
"2015","176789","Calvary Bible College and Theological Seminary","MO","Private not-for-profit","Four or more years"
"2015","176910","Central Christian College of the Bible","MO","Private not-for-profit","Four or more years"
"2015","445267","Central Methodist University-College of Graduate and Extended Studies","MO","Private not-for-profit","Four or more years"
"2015","176947","Central Methodist University-College of Liberal Arts and Sciences","MO","Private not-for-profit","Four or more years"
"2015","466921","Chamberlain College of Nursing-Missouri","MO","Private for-profit","Four or more years"
"2015","457697","City Vision University","MO","Private not-for-profit","Four or more years"
"2015","178697","College of the Ozarks","MO","Private not-for-profit","Four or more years"
"2015","177065","Columbia College","MO","Private not-for-profit","Four or more years"
"2015","177083","Conception Seminary College","MO","Private not-for-profit","Four or more years"
"2015","155283","Concorde Career College-Kansas City","MO","Private for-profit","Four or more years"
"2015","177092","Concordia Seminary","MO","Private not-for-profit","Four or more years"
"2015","177117","Cottey College","MO","Private not-for-profit","Four or more years"
"2015","177126","Covenant Theological Seminary","MO","Private not-for-profit","Four or more years"
"2015","176770","Cox College","MO","Private not-for-profit","Four or more years"
"2015","177144","Culver-Stockton College","MO","Private not-for-profit","Four or more years"
"2015","482538","DeVry University-Missouri","MO","Private for-profit","Four or more years"
"2015","177214","Drury University","MO","Private not-for-profit","Four or more years"
"2015","177278","Eden Theological Seminary","MO","Private not-for-profit","Four or more years"
"2015","177339","Evangel University","MO","Private not-for-profit","Four or more years"
"2015","179070","Everest College-Springfield","MO","Private not-for-profit","Four or more years"
"2015","177418","Fontbonne University","MO","Private not-for-profit","Four or more years"
"2015","177427","Forest Institute of Professional Psychology","MO","Private not-for-profit","Four or more years"
"2015","177542","Hannibal-LaGrange University","MO","Private not-for-profit","Four or more years"
"2015","177551","Harris-Stowe State University","MO","Public","Four or more years"
"2015","177579","Hickey College","MO","Private for-profit","Four or more years"
"2015","434548","ITT Technical Institute-Arnold","MO","Private for-profit","Four or more years"
"2015","176637","ITT Technical Institute-Earth City","MO","Private for-profit","Four or more years"
"2015","446899","ITT Technical Institute-Kansas City","MO","Private for-profit","Four or more years"
"2015","456409","ITT Technical Institute-Springfield","MO","Private for-profit","Four or more years"
"2015","177746","Kansas City Art Institute","MO","Private not-for-profit","Four or more years"
"2015","179812","Kansas City University of Medicine and Biosciences","MO","Private not-for-profit","Four or more years"
"2015","177816","Kenrick Glennon Seminary","MO","Private not-for-profit","Four or more years"
"2015","433217","Lester E Cox Medical Center-School of Medical Technology","MO","Private not-for-profit","Four or more years"
"2015","177940","Lincoln University","MO","Public","Four or more years"
"2015","177968","Lindenwood University","MO","Private not-for-profit","Four or more years"
"2015","177986","Logan University","MO","Private not-for-profit","Four or more years"
"2015","178059","Maryville University of Saint Louis","MO","Private not-for-profit","Four or more years"
"2015","178208","Midwestern Baptist Theological Seminary","MO","Private not-for-profit","Four or more years"
"2015","178244","Missouri Baptist University","MO","Private not-for-profit","Four or more years"
"2015","178305","Missouri College","MO","Private for-profit","Four or more years"
"2015","178341","Missouri Southern State University","MO","Public","Four or more years"
"2015","179566","Missouri State University-Springfield","MO","Public","Four or more years"
"2015","178350","Missouri Tech","MO","Private for-profit","Four or more years"
"2015","178411","Missouri University of Science and Technology","MO","Public","Four or more years"
"2015","178369","Missouri Valley College","MO","Private not-for-profit","Four or more years"
"2015","178387","Missouri Western State University","MO","Public","Four or more years"
"2015","247700","National American University-Independence","MO","Private for-profit","Four or more years"
"2015","466170","National American University-Lee's Summit","MO","Private for-profit","Four or more years"
"2015","482352","National American University-Weldon Spring","MO","Private for-profit","Four or more years"
"2015","448585","National American University-Zona Rosa","MO","Private for-profit","Four or more years"
"2015","178518","Nazarene Theological Seminary","MO","Private not-for-profit","Four or more years"
"2015","178624","Northwest Missouri State University","MO","Public","Four or more years"
"2015","178679","Ozark Christian College","MO","Private not-for-profit","Four or more years"
"2015","178721","Park University","MO","Private not-for-profit","Four or more years"
"2015","178891","Ranken Technical College","MO","Private not-for-profit","Four or more years"
"2015","178989","Research College of Nursing","MO","Private for-profit","Four or more years"
"2015","179043","Rockhurst University","MO","Private not-for-profit","Four or more years"
"2015","179256","Saint Louis Christian College","MO","Private not-for-profit","Four or more years"
"2015","179159","Saint Louis University","MO","Private not-for-profit","Four or more years"
"2015","179450","Saint Luke's College of Health Sciences","MO","Private not-for-profit","Four or more years"
"2015","179201","Sanford-Brown College-Fenton","MO","Private for-profit","Four or more years"
"2015","417734","Southeast Missouri Hospital College of Nursing and Health Sciences","MO","Private not-for-profit","Four or more years"
"2015","179557","Southeast Missouri State University","MO","Public","Four or more years"
"2015","179326","Southwest Baptist University","MO","Private not-for-profit","Four or more years"
"2015","179265","St Louis College of Pharmacy","MO","Private not-for-profit","Four or more years"
"2015","179548","Stephens College","MO","Private not-for-profit","Four or more years"
"2015","178767","Stevens-The Institute of Business & Arts","MO","Private for-profit","Four or more years"
"2015","482398","The Art Institute of St Louis","MO","Private for-profit","Four or more years"
"2015","179742","Truman Medical Center School of Nurse Anesthesia","MO","Private not-for-profit","Four or more years"
"2015","178615","Truman State University","MO","Public","Four or more years"
"2015","176965","University of Central Missouri","MO","Public","Four or more years"
"2015","178396","University of Missouri-Columbia","MO","Public","Four or more years"
"2015","178402","University of Missouri-Kansas City","MO","Public","Four or more years"
"2015","178420","University of Missouri-St Louis","MO","Public","Four or more years"
"2015","178439","University of Missouri-System Office","MO","Public","Four or more years"
"2015","484701","University of Phoenix-Missouri","MO","Private for-profit","Four or more years"
"2015","455099","Urshan Graduate School of Theology","MO","Private not-for-profit","Four or more years"
"2015","436191","Vatterott College-Sunset Hills","MO","Private for-profit","Four or more years"
"2015","179867","Washington University in St Louis","MO","Private not-for-profit","Four or more years"
"2015","179894","Webster University","MO","Private not-for-profit","Four or more years"
"2015","179946","Westminster College","MO","Private not-for-profit","Four or more years"
"2015","179955","William Jewell College","MO","Private not-for-profit","Four or more years"
"2015","179964","William Woods University","MO","Private not-for-profit","Four or more years"
"2014","177834","A T Still University of Health Sciences","MO","Private not-for-profit","Four or more years"
"2014","457688","American Business and Technology University","MO","Private for-profit","Four or more years"
"2014","176600","Aquinas Institute of Theology","MO","Private not-for-profit","Four or more years"
"2014","176619","Assemblies of God Theological Seminary","MO","Private not-for-profit","Four or more years"
"2014","176628","Avila University","MO","Private not-for-profit","Four or more years"
"2014","176664","Baptist Bible College","MO","Private not-for-profit","Four or more years"
"2014","177719","Barnes-Jewish College Goldfarb School of Nursing","MO","Private not-for-profit","Four or more years"
"2014","460048","Brown Mackie College-St Louis","MO","Private for-profit","Four or more years"
"2014","369516","Bryan University","MO","Private for-profit","Four or more years"
"2014","176789","Calvary Bible College and Theological Seminary","MO","Private not-for-profit","Four or more years"
"2014","176910","Central Christian College of the Bible","MO","Private not-for-profit","Four or more years"
"2014","445267","Central Methodist University-College of Graduate and Extended Studies","MO","Private not-for-profit","Four or more years"
"2014","176947","Central Methodist University-College of Liberal Arts and Sciences","MO","Private not-for-profit","Four or more years"
"2014","466921","Chamberlain College of Nursing-Missouri","MO","Private for-profit","Four or more years"
"2014","457697","City Vision College","MO","Private not-for-profit","Four or more years"
"2014","178697","College of the Ozarks","MO","Private not-for-profit","Four or more years"
"2014","409838","Colorado Technical University-Kansas City","MO","Private for-profit","Four or more years"
"2014","177065","Columbia College","MO","Private not-for-profit","Four or more years"
"2014","177083","Conception Seminary College","MO","Private not-for-profit","Four or more years"
"2014","155283","Concorde Career College-Kansas City","MO","Private for-profit","Four or more years"
"2014","177092","Concordia Seminary","MO","Private not-for-profit","Four or more years"
"2014","177117","Cottey College","MO","Private not-for-profit","Four or more years"
"2014","177126","Covenant Theological Seminary","MO","Private not-for-profit","Four or more years"
"2014","176770","Cox College","MO","Private not-for-profit","Four or more years"
"2014","177144","Culver-Stockton College","MO","Private not-for-profit","Four or more years"
"2014","482538","DeVry University-Missouri","MO","Private for-profit","Four or more years"
"2014","177214","Drury University","MO","Private not-for-profit","Four or more years"
"2014","177278","Eden Theological Seminary","MO","Private not-for-profit","Four or more years"
"2014","177339","Evangel University","MO","Private not-for-profit","Four or more years"
"2014","179070","Everest College-Springfield","MO","Private for-profit","Four or more years"
"2014","177418","Fontbonne University","MO","Private not-for-profit","Four or more years"
