year,unitid,inst_name,state_abbr,inst_control,institution_level
"2016","200697","Air Force Institute of Technology-Graduate School of Engineering & Management","OH","Public","Four or more years"
"2016","200873","Allegheny Wesleyan College","OH","Private not-for-profit","Four or more years"
"2016","457004","American National University-Columbus","OH","Private for-profit","Four or more years"
"2016","483018","Antioch College","OH","Private not-for-profit","Four or more years"
"2016","485908","Antioch University Online","OH","Private not-for-profit","Four or more years"
"2016","245892","Antioch University-Midwest","OH","Private not-for-profit","Four or more years"
"2016","442392","Antioch University-PhD Program in Leadership and Change","OH","Private not-for-profit","Four or more years"
"2016","440138","Antioch University-System Administration","OH","Private not-for-profit","Four or more years"
"2016","201061","Art Academy of Cincinnati","OH","Private not-for-profit","Four or more years"
"2016","201104","Ashland University","OH","Private not-for-profit","Four or more years"
"2016","201140","Athenaeum of Ohio","OH","Private not-for-profit","Four or more years"
"2016","201177","Aultman College of Nursing and Health Sciences","OH","Private not-for-profit","Four or more years"
"2016","201195","Baldwin Wallace University","OH","Private not-for-profit","Four or more years"
"2016","201371","Bluffton University","OH","Private not-for-profit","Four or more years"
"2016","201441","Bowling Green State University-Main Campus","OH","Public","Four or more years"
"2016","205647","Brown Mackie College-Akron","OH","Private for-profit","Four or more years"
"2016","205610","Brown Mackie College-Cincinnati","OH","Private for-profit","Four or more years"
"2016","375489","Brown Mackie College-Findlay","OH","Private for-profit","Four or more years"
"2016","204316","Brown Mackie College-North Canton","OH","Private for-profit","Four or more years"
"2016","475699","Bryant & Stratton College-Akron","OH","Private for-profit","Four or more years"
"2016","202684","Bryant & Stratton College-Cleveland","OH","Private for-profit","Four or more years"
"2016","369905","Bryant & Stratton College-Eastlake","OH","Private for-profit","Four or more years"
"2016","201469","Bryant & Stratton College-Parma","OH","Private for-profit","Four or more years"
"2016","201548","Capital University","OH","Private not-for-profit","Four or more years"
"2016","201645","Case Western Reserve University","OH","Private not-for-profit","Four or more years"
"2016","201654","Cedarville University","OH","Private not-for-profit","Four or more years"
"2016","201690","Central State University","OH","Public","Four or more years"
"2016","454236","Chamberlain College of Nursing-Ohio","OH","Private for-profit","Four or more years"
"2016","201858","Cincinnati Christian University","OH","Private not-for-profit","Four or more years"
"2016","201867","Cincinnati College of Mortuary Science","OH","Private not-for-profit","Four or more years"
"2016","202046","Cleveland Institute of Art","OH","Private not-for-profit","Four or more years"
"2016","202073","Cleveland Institute of Music","OH","Private not-for-profit","Four or more years"
"2016","202134","Cleveland State University","OH","Public","Four or more years"
